id,original_title,original_language,genre,budget,revenue,popularity,release_date,runtime,vote_average,vote_count,title
19905,"The Goods: Live Hard, Sell Hard",en,Comedy,10000000,0,3.352702,2009-08-14,90,5.4,58,"The Goods: Live Hard, Sell Hard"
17710,Hey Arnold! The Movie,en,Animation,0,0,5.856363,2002-06-28,76,5.6,62,Hey Arnold! The Movie
75900,My Week with Marilyn,en,Drama,6400000,35057696,21.006078,2011-10-17,99,6.6,406,My Week with Marilyn
9515,The Matador,en,Action,10000000,17297244,5.647538,2005-05-12,96,6.2,136,The Matador
27322,Love Jones,en,Comedy,10000000,0,1.000178,1997-03-14,104,8.1,12,Love Jones
328425,The Gift,en,Thriller,5000000,58978653,27.247013,2015-07-30,108,6.7,1049,The Gift
14120,End of the Spear,en,Adventure,0,0,1.83428,2005-12-02,108,6.1,15,End of the Spear
10050,Get Over It,en,Comedy,10000000,0,11.592129,2001-03-08,87,5.5,75,Get Over It
1542,Office Space,en,Comedy,10000000,12827813,18.366362,1999-02-19,89,7.4,1050,Office Space
10490,Drop Dead Gorgeous,en,Comedy,10000000,10571408,6.736274,1999-07-23,98,6.4,86,Drop Dead Gorgeous
87093,Big Eyes,en,Drama,10000000,28883511,28.570174,2014-12-24,105,6.8,1196,Big Eyes
10029,Very Bad Things,en,Comedy,30000000,9898412,5.671691,1998-09-11,100,6.2,179,Very Bad Things
9893,Sleepover,en,Comedy,0,0,5.842299,2004-07-09,89,5.3,101,Sleepover
11507,Body Double,en,Crime,10000000,8801940,9.525626,1984-10-25,114,6.4,137,Body Double
37931,MacGruber,en,Action,10000000,6110000,14.038512,2010-05-21,90,5.1,179,MacGruber
3472,Dirty Pretty Things,en,Crime,0,0,9.177896,2002-09-05,97,6.8,131,Dirty Pretty Things
87818,Movie 43,en,Comedy,6000000,32438988,35.350303,2013-01-01,90,4.4,797,Movie 43
13160,Over Her Dead Body,en,Comedy,10000000,0,12.067921,2008-02-01,95,5.3,145,Over Her Dead Body
88005,Seeking a Friend for the End of the World,en,Comedy,10000000,9636289,30.863082,2012-06-22,101,6.3,700,Seeking a Friend for the End of the World
52067,Cedar Rapids,en,Comedy,0,6861102,10.254807,2011-02-11,87,5.9,135,Cedar Rapids
73,American History X,en,Drama,20000000,23875127,73.567232,1998-10-30,119,8.2,3016,American History X
134597,The Collection,en,Horror,0,6842058,16.361743,2012-09-21,94,5.9,289,The Collection
24034,Teacher's Pet,en,Animation,10000000,0,1.374409,2004-01-16,74,5.5,2,Teacher's Pet
14283,The Red Violin,en,Drama,18000000,9495408,6.18869,1998-09-10,131,7.3,99,The Red Violin
404,The Straight Story,en,Drama,10000000,0,15.280261,1999-10-15,112,7.7,306,The Straight Story
13201,Deuces Wild,en,Action,0,0,0.753481,2002-05-03,96,5.5,34,Deuces Wild
209403,Bad Words,en,Comedy,9500000,7800000,14.105392,2013-09-06,88,6.4,334,Bad Words
7942,Run Fatboy Run,en,Comedy,10000000,33000000,14.905357,2007-09-06,100,6.2,238,"Run, Fatboy, Run"
73247,Heartbeeps,en,Comedy,10000000,2154696,0.518056,1981-12-18,79,3.8,6,Heartbeeps
253331,Black or White,en,Drama,9000000,21571189,12.172131,2014-09-06,121,6.5,115,Black or White
34043,On the Line,en,Comedy,0,0,3.084874,2001-10-26,85,4.1,10,On the Line
9952,Rescue Dawn,en,Adventure,10000000,7177143,17.078656,2006-09-09,126,6.9,336,Rescue Dawn
256924,Danny Collins,en,Comedy,10000000,10835752,16.318608,2015-03-19,107,6.6,183,Danny Collins
82532,"Jeff, Who Lives at Home",en,Drama,10000000,4417580,10.409155,2011-09-13,83,6.1,217,"Jeff, Who Lives at Home"
41110,Io sono l'amore,it,Drama,0,0,5.355763,2009-09-05,120,6.9,73,I Am Love
134371,Atlas Shrugged Part II,en,Drama,0,0,4.725357,2012-10-12,112,5.4,41,Atlas Shrugged Part II
2088,Romeo Is Bleeding,en,Action,11500000,3275585,4.850402,1993-09-13,100,5.7,36,Romeo Is Bleeding
10388,The Limey,en,Action,10000000,3193102,8.902102,1999-05-15,89,6.6,105,The Limey
1640,Crash,en,Drama,6500000,98410061,28.223163,2004-01-13,112,7.2,1149,Crash
25520,The House of Mirth,en,Drama,10000000,5164404,3.007816,2000-09-23,140,6.4,25,The House of Mirth
27342,Malone,en,Action,0,0,1.610132,1987-05-01,92,6.8,15,Malone
13689,Peaceful Warrior,en,Drama,0,0,8.326131,2006-03-30,120,7.3,90,Peaceful Warrior
67911,Bucky Larson: Born to Be a Star,en,Comedy,10000000,0,3.919057,2011-09-09,97,4.4,51,Bucky Larson: Born to Be a Star
24664,Bamboozled,en,Comedy,0,0,2.23411,2000-10-06,135,6.3,24,Bamboozled
329440,The Forest,en,Horror,10000000,40055439,19.865989,2016-01-07,95,4.8,448,The Forest
47890,Sphinx,en,Adventure,14000000,439564,0.310513,1981-02-11,118,6,2,Sphinx
252512,While We're Young,en,Comedy,10000000,7587485,19.263477,2015-04-03,97,5.8,383,While We're Young
55720,A Better Life,en,Drama,10000000,1759252,4.123533,2011-06-24,98,7,54,A Better Life
9613,Spider,en,Drama,0,0,6.948401,2002-12-13,98,6.4,168,Spider
29076,Gun Shy,en,Action,10000000,1631839,3.988432,2000-02-04,101,5.4,24,Gun Shy
29339,Nicholas Nickleby,en,Adventure,0,0,5.099923,2002-12-27,132,6.8,49,Nicholas Nickleby
68812,The Iceman,en,Thriller,20000000,1969193,19.494703,2012-09-01,105,6.4,365,The Iceman
32740,कृष,hi,Action,0,0,3.759988,2006-06-23,154,5.5,46,Krrish
14195,Cecil B. Demented,en,Thriller,10000000,0,4.176066,2000-05-17,87,6.2,51,Cecil B. Demented
73567,Killer Joe,en,Crime,10000000,3665069,16.436178,2011-09-10,102,6.5,425,Killer Joe
41479,The Joneses,en,Comedy,10000000,7022728,14.979375,2009-09-13,96,6.1,210,The Joneses
15394,Owning Mahowny,en,Crime,0,0,8.045488,2003-05-02,104,6.8,37,Owning Mahowny
10071,The Brothers Solomon,en,Comedy,0,0,8.312153,2007-09-07,93,4.9,46,The Brothers Solomon
1989,My Blueberry Nights,en,Drama,10000000,21786738,10.733761,2007-05-16,111,6,190,My Blueberry Nights
91076,Illuminata,en,Drama,0,0,0.111313,1998-05-21,119,6.3,7,Illuminata
12779,Swept Away,en,Comedy,10000000,598645,4.570043,2002-10-11,89,4.8,50,Swept Away
13191,"War, Inc.",en,Action,5000000,1296184,6.265659,2008-04-28,106,5.6,86,"War, Inc."
11770,少林足球,cn,Action,0,42776760,17.54768,2001-07-12,113,6.6,491,Shaolin Soccer
12703,The Brown Bunny,en,Drama,10000000,0,3.412162,2004-08-27,93,5.5,62,The Brown Bunny
64559,Rien ne va plus,fr,Comedy,0,0,0.627964,1997-10-15,105,6.4,5,The Swindle
222649,Rosewater,en,Drama,0,0,5.75555,2014-11-07,103,6.5,98,Rosewater
115872,La femme de chambre du Titanic,en,Drama,0,0,1.031142,1997-10-10,100,5.3,3,The Chambermaid on the Titanic
101173,Coriolanus,en,Drama,7700000,1072602,7.554799,2011-02-14,123,5.9,131,Coriolanus
25350,Imaginary Heroes,en,Comedy,10000000,0,2.85283,2004-09-14,111,6.3,29,Imaginary Heroes
10034,High Heels and Low Lifes,en,Action,0,0,1.769593,2001-07-16,86,6.4,12,High Heels and Low Lifes
20178,World's Greatest Dad,en,Comedy,10000000,295750,9.805551,2009-08-20,99,6.5,177,World's Greatest Dad
5072,Severance,en,Horror,0,0,12.898984,2006-05-19,96,6.4,169,Severance
18191,Edmond,en,Drama,10000000,0,2.803642,2005-08-31,82,6,50,Edmond
31007,Welcome to the Rileys,en,Drama,0,42145,6.085879,2010-10-29,110,6.4,139,Welcome to the Rileys
11546,Police Academy: Mission to Moscow,en,Comedy,0,126247,11.946898,1994-06-09,83,4.1,178,Police Academy: Mission to Moscow
41894,Blood Done Sign My Name,en,Drama,0,0,0.397341,2010-02-01,0,6,5,Blood Done Sign My Name
184374,Cinco de Mayo: La Batalla,es,War,10000000,0,0.072085,2013-05-03,125,5.8,14,Cinco de Mayo: La Batalla
268171,Elsa & Fred,en,Comedy,10000000,0,2.849895,2014-03-07,104,6.2,31,Elsa & Fred
78149,"An Alan Smithee Film: Burn, Hollywood, Burn",en,Comedy,10000000,45779,0.666218,1998-02-20,86,3,9,"An Alan Smithee Film: Burn, Hollywood, Burn"
24663,The Open Road,en,Comedy,0,0,1.388136,2009-02-07,90,4.8,19,The Open Road
39037,The Good Guy,en,Comedy,3200000,0,2.631688,2009-04-25,90,5.4,59,The Good Guy
22805,Motherhood,en,Comedy,0,0,10.955567,2009-01-21,90,4.7,44,Motherhood
39055,Free Style,en,Drama,0,140987,0.122874,2008-12-24,94,5.8,4,Free Style
245846,Strangerland,en,Drama,10000000,17472,5.145655,2015-07-01,111,5.1,83,Strangerland
25186,Janky Promoters,en,Comedy,10000000,9069,1.728816,2009-10-16,85,7,5,Janky Promoters
15017,Blonde Ambition,en,Comedy,10000000,0,3.064563,2007-12-21,93,3.9,29,Blonde Ambition
12245,The Oxford Murders,en,Crime,14100000,0,9.318033,2008-01-18,107,5.7,188,The Oxford Murders
49787,The Reef,en,Drama,0,0,7.245108,2010-05-15,94,5.4,130,The Reef
16358,Eulogy,en,Comedy,0,0,9.085482,2004-10-15,91,6.4,34,Eulogy
7006,White Noise 2: The Light,en,Thriller,0,0,6.814247,2007-01-05,99,5.6,80,White Noise 2: The Light
66767,Beat the World,en,Music,10000000,0,2.873796,2011-06-10,91,4.3,16,Beat the World
17622,Fifty Dead Men Walking,en,Action,0,0,4.481897,2008-09-10,117,6.1,35,Fifty Dead Men Walking
283671,Jungle Shuffle,en,Family,0,0,1.413934,2014-08-07,85,6.5,1,Jungle Shuffle
18516,Adam Resurrected,en,Drama,10000000,0,2.574014,2008-08-08,106,6.4,22,Adam Resurrected
217708,Hross í oss,is,Drama,10,11,1.617943,2013-08-30,85,6.9,26,Of Horses and Men
42057,Hai Marjawaan!,en,Comedy,0,0,1.259968,2010-05-07,99,4.3,9,It's a Wonderful Afterlife
17577,The Devil's Tomb,en,Action,10000000,0,5.099472,2009-05-26,90,4,53,The Devil's Tomb
14608,Partition,en,Drama,0,0,2.131524,2007-02-02,116,6.4,6,Partition
34417,Good Intentions,en,Comedy,0,0,0.304566,2010-03-09,85,5,6,Good Intentions
15067,"좋은 놈, 나쁜 놈, 이상한 놈",ko,Action,10000000,0,11.847324,2008-07-16,130,7.1,193,"The Good, The Bad, The Weird"
78383,Nurse 3-D,en,Horror,10,10000000,10.013629,2013-09-28,99,4.9,119,Nurse 3-D
43090,Gunless,en,Drama,10000000,0,3.753703,2010-04-30,89,6.7,27,Gunless
16614,Adventureland,en,Comedy,9500000,17164377,19.978021,2009-04-03,107,6.4,737,Adventureland
9700,The Lost City,en,Drama,9600000,4386236,3.588529,2005-09-03,144,6,24,The Lost City
10471,Next Friday,en,Comedy,11000000,59827328,9.337388,2000-01-12,98,6.4,135,Next Friday
250066,American Heist,en,Action,10000000,0,11.431434,2014-09-11,94,4.3,158,American Heist
667,You Only Live Twice,en,Action,9500000,111584787,28.675891,1967-06-12,117,6.5,531,You Only Live Twice
208869,Plastic,en,Drama,10,0,9.70276,2014-04-30,102,6.1,86,Plastic
86837,Amour,fr,Drama,8900000,19839492,17.151293,2012-07-01,127,7.5,400,Amour
10306,Poltergeist III,en,Horror,10500000,14144000,11.225044,1988-06-10,98,4.5,123,Poltergeist III
106845,Re-Kill,en,Horror,9500000,0,5.346205,2015-10-16,87,4.9,34,Re-Kill
11576,"It's a Mad, Mad, Mad, Mad World",en,Action,9400000,60000000,14.562991,1963-11-07,163,7,140,"It's a Mad, Mad, Mad, Mad World"
219,Volver,es,Comedy,12899867,85582407,19.747809,2006-03-16,121,7.3,406,Volver
11827,Heavy Metal,en,Animation,9300000,0,12.928269,1981-08-07,90,6.2,148,Heavy Metal
22820,Gentlemen Broncos,en,Action,10000000,0,3.193777,2009-09-30,89,6.2,51,Gentlemen Broncos
31174,Richard III,en,Drama,0,0,5.107235,1995-12-29,104,6.9,49,Richard III
244316,Into the Grizzly Maze,en,Action,10000000,0,10.073144,2015-02-27,94,5.1,74,Into the Grizzly Maze
37737,Kites,en,Drama,0,0,4.807549,2010-05-21,131,6,40,Kites
62215,Melancholia,da,Drama,7400000,21817298,36.173598,2011-05-26,136,7,885,Melancholia
66125,Red Dog,en,Drama,0,0,5.499412,2011-08-04,92,7.1,83,Red Dog
132316,Jab Tak Hai Jaan,hi,Drama,0,0,5.900535,2012-11-13,176,7.3,66,Jab Tak Hai Jaan
348,Alien,en,Horror,11000000,104931801,94.184658,1979-05-25,117,7.9,4470,Alien
30497,The Texas Chain Saw Massacre,en,Horror,85000,30859000,29.262427,1974-10-01,83,7.2,590,The Texas Chain Saw Massacre
27586,The Runaways,en,Drama,10000000,2995811,17.611971,2010-03-19,106,6.3,254,The Runaways
14811,Fiddler on the Roof,en,Drama,9000000,83304330,7.623979,1971-11-03,181,7.4,134,Fiddler on the Roof
660,Thunderball,en,Adventure,5500000,141195658,31.036,1965-12-16,130,6.5,562,Thunderball
68684,Detention,en,Horror,10000000,0,10.424596,2011-03-16,93,5.7,129,Detention
40794,Mine vaganti,it,Comedy,7000000,8220215,7.720692,2010-02-12,110,7,118,Loose Cannons
9400,Set It Off,en,Drama,9000000,41590886,6.717994,1996-11-06,118,6.9,66,Set It Off
16162,The Best Man,en,Drama,9000000,34573780,3.951041,1999-10-22,120,6.8,38,The Best Man
10585,Child's Play,en,Horror,9000000,44196684,27.600843,1988-11-08,87,6.3,581,Child's Play
2359,Sicko,en,Documentary,9000000,24538513,14.098952,2007-05-18,123,7.3,235,Sicko
238636,The Purge: Anarchy,en,Horror,9000000,108782847,82.975841,2014-07-17,104,6.6,1954,The Purge: Anarchy
10472,Down to You,en,Comedy,9000000,0,3.269459,2000-01-21,91,4.9,70,Down to You
11282,Harold & Kumar Go to White Castle,en,Comedy,9000000,23936908,18.514292,2004-05-30,88,6.6,693,Harold & Kumar Go to White Castle
6521,The Contender,en,Drama,9000000,0,7.029126,2000-10-13,126,6.7,60,The Contender
14181,Boiler Room,en,Crime,26000000,28780255,11.233081,2000-02-18,118,6.5,201,Boiler Room
1621,Trading Places,en,Comedy,40600000,90400000,34.022209,1983-06-07,116,7.1,738,Trading Places
9656,Black Christmas,en,Horror,9000000,21510851,4.134327,2006-12-25,84,4.8,119,Black Christmas
16428,Breakin' All the Rules,en,Comedy,0,0,6.904734,2004-05-14,85,5.8,21,Breakin' All the Rules
10705,Henry V,en,War,9000000,0,4.641006,1989-10-05,137,7.4,71,Henry V
8272,The Savages,en,Drama,0,0,5.663889,2007-01-19,114,6.8,110,The Savages
24621,Chasing Papi,en,Comedy,0,6126237,1.118511,2003-04-16,80,6.3,16,Chasing Papi
1619,The Way of the Gun,en,Action,8500000,19125401,8.775844,2000-09-08,119,6.4,100,The Way of the Gun
9685,Igby Goes Down,en,Comedy,9000000,4777465,2.062087,2002-09-13,97,6.5,95,Igby Goes Down
14425,PCU,en,Comedy,9000000,4350774,8.738737,1994-04-29,79,6,41,PCU
14624,The Ultimate Gift,en,Romance,0,0,4.976268,2006-10-20,114,6.8,78,The Ultimate Gift
10179,The Ice Pirates,en,Action,9000000,0,3.810697,1984-03-16,91,5.7,49,The Ice Pirates
15568,Gracie,en,Drama,9000000,2955039,2.365328,2007-06-01,97,6,17,Gracie
14057,Trust the Man,en,Comedy,9000000,0,5.2545,2005-09-01,103,5.5,29,Trust the Man
12621,Hamlet 2,en,Comedy,0,0,5.293363,2008-01-21,92,6.1,56,Hamlet 2
1808,Velvet Goldmine,en,Drama,0,1053788,10.932711,1998-10-23,119,6.9,116,Velvet Goldmine
293670,곡성,ko,Horror,0,0,9.05029,2016-05-12,156,7.2,250,The Wailing
67675,Glee: The Concert Movie,en,Documentary,9000000,18663238,9.933926,2011-08-11,84,6.8,79,Glee: The Concert Movie
27329,สุริโยไท,th,Drama,0,0,0.843067,2001-08-17,185,5.1,6,The Legend of Suriyothai
29514,Due occhi diabolici,en,Horror,9000000,0,8.218383,1990-01-25,120,6,35,Two Evil Eyes
250349,Barbecue,fr,Comedy,6000000,14348529,5.119593,2014-04-30,98,5.8,214,Barbecue
12454,All or Nothing,en,Comedy,9000000,0,2.872281,2002-05-17,128,7,33,All or Nothing
39806,Princess Kaiulani,en,Drama,9000000,771499,0.717811,2010-05-14,130,4.8,14,Princess Kaiulani
15699,Opal Dream,en,Drama,5000000,140666,1.458884,2006-11-22,86,6.1,7,Opal Dream
8883,Flammen & Citronen,da,Crime,6500000,0,7.028946,2008-03-25,130,6.8,68,Flame & Citron
17926,Undiscovered,en,Comedy,9000000,1046166,2.009597,2005-08-26,97,4.5,12,Undiscovered
291081,Red Riding: In the Year of Our Lord 1974,en,Thriller,0,0,7.247023,2009-02-28,102,7,54,Red Riding: In the Year of Our Lord 1974
41248,La Fille du RER,fr,Drama,0,0,2.351706,2009-03-18,105,5.6,10,The Girl on the Train
25968,Veronika Decides to Die,en,Drama,9000000,0,4.799022,2009-05-16,103,5.8,75,Veronika Decides to Die
9671,Crocodile Dundee,en,Adventure,5000000,328203506,16.072466,1986-09-26,97,6.3,503,Crocodile Dundee
52010,"Ultramarines: A Warhammer 40,000 Movie",en,Animation,0,0,3.891186,2010-12-10,76,5.2,27,"Ultramarines: A Warhammer 40,000 Movie"
11588,The I Inside,en,Thriller,8800000,0,3.789485,2004-01-15,90,5.9,62,The I Inside
43418,Beneath Hill 60,en,Drama,7347125,0,3.949796,2010-04-15,122,7.3,40,Beneath Hill 60
71157,Polisse,fr,Drama,0,20374201,14.038703,2011-10-06,127,7.9,285,Polisse
13483,Awake,en,Thriller,86000000,14373825,18.172736,2007-11-28,84,6.3,395,Awake
333355,Star Wars: Clone Wars (Volume 1),en,Action,0,0,1.881466,2005-03-21,69,8,27,Star Wars: Clone Wars: Volume 1
327833,Skin Trade,en,Thriller,9000000,0,6.677926,2014-11-07,96,5.6,61,Skin Trade
1547,The Lost Boys,en,Horror,8500000,32222567,24.750909,1987-07-31,97,6.8,538,The Lost Boys
25196,Crazy Heart,en,Drama,7000000,39462438,17.697042,2009-12-16,112,6.8,274,Crazy Heart
16323,The Rose,en,Drama,9250000,29174648,7.000949,1979-11-07,125,6.8,28,The Rose
175528,Baggage Claim,en,Comedy,8500000,22456509,11.436405,2013-09-27,96,5.6,85,Baggage Claim
8069,Barbarella,en,Science Fiction,9000000,2500000,14.171759,1968-10-10,98,5.7,146,Barbarella
71805,Håkon Håkonsen,en,Adventure,0,0,0.702971,1990-10-03,92,6.1,14,Shipwrecked
9451,Election,en,Comedy,0,0,13.476596,1999-04-23,99,6.7,270,Election
16727,The Namesake,en,Drama,12000000,20138836,3.604863,2006-09-02,122,6.8,50,The Namesake
272693,The DUFF,en,Romance,8500000,43528634,40.28709,2015-02-20,100,6.8,1322,The DUFF
10696,Glitter,en,Drama,22000000,5271666,3.809131,2001-09-21,104,3.4,38,Glitter
150202,The Haunting in Connecticut 2: Ghosts of Georgia,en,Horror,0,0,11.708343,2013-02-01,101,5.6,175,The Haunting in Connecticut 2: Ghosts of Georgia
19644,실미도,ko,Action,8000000,0,2.60632,2003-12-24,135,6.6,28,Silmido
29963,Bright Star,en,Drama,8500000,4440055,9.230073,2009-11-05,119,6.8,107,Bright Star
26022,My Name Is Khan,en,Drama,12000000,42345360,14.719886,2010-02-12,145,7.7,232,My Name Is Khan
152747,All Is Lost,en,Action,9000000,6108720,28.540614,2013-10-18,106,6.6,671,All Is Lost
62676,Limbo,en,Adventure,8000000,1997807,0.034259,1999-06-04,126,7,17,Limbo
20360,Namastey London,en,Drama,0,0,1.840511,2007-03-27,128,6.6,29,Namastey London
1116,The Wind That Shakes the Barley,en,Drama,6500000,22889018,6.787967,2006-05-18,124,7.1,154,The Wind That Shakes the Barley
185008,Yeh Jawaani Hai Deewani,hi,Romance,7700000,46000000,3.353176,2013-05-31,159,7.2,79,Yeh Jawaani Hai Deewani
11620,Quo Vadis,en,Drama,8250000,30000000,7.973109,1951-11-08,171,7,63,Quo Vadis
14353,Repo! The Genetic Opera,en,Horror,0,188126,5.897479,2008-07-18,98,6.7,100,Repo! The Genetic Opera
11818,Kurtlar vadisi - Irak,tr,Adventure,10000000,0,1.465762,2006-02-03,122,4.3,7,Valley of the Wolves: Iraq
680,Pulp Fiction,en,Thriller,8000000,213928762,121.463076,1994-10-08,154,8.3,8428,Pulp Fiction
11176,The Muppet Movie,en,Adventure,0,76657000,10.639916,1979-05-31,97,7,164,The Muppet Movie
242582,Nightcrawler,en,Crime,8500000,38697217,89.095538,2014-10-23,117,7.6,3395,Nightcrawler
11217,Club Dread,en,Comedy,8500000,5001655,2.62082,2004-02-27,104,5.1,107,Club Dread
15121,The Sound of Music,en,Drama,8200000,286214286,37.960289,1965-03-02,174,7.4,941,The Sound of Music
2619,Splash,en,Comedy,8000000,69821334,21.735068,1984-03-09,111,6.1,321,Splash
773,Little Miss Sunshine,en,Comedy,8000000,100523181,14.793177,2006-07-26,102,7.5,1686,Little Miss Sunshine
235,Stand by Me,en,Crime,8000000,52287414,51.109279,1986-08-22,89,7.8,1522,Stand by Me
170,28 Days Later,en,Horror,5000000,82719885,45.490374,2002-10-31,113,7.1,1777,28 Days Later
14114,You Got Served,en,Drama,0,0,3.804597,2004-01-30,95,4.8,75,You Got Served
10734,Escape from Alcatraz,en,Crime,8000000,43000000,26.356697,1979-06-22,111,7.2,561,Escape from Alcatraz
37964,Brown Sugar,en,Comedy,8000000,27362712,3.501158,2002-10-05,109,7,31,Brown Sugar
28121,A Thin Line Between Love and Hate,en,Comedy,0,0,2.088251,1996-04-04,108,5.7,15,A Thin Line Between Love and Hate
40807,50/50,en,Comedy,8000000,39187783,33.372828,2011-09-30,100,7,1261,50/50
10885,Shutter,en,Horror,0,0,8.864368,2008-03-21,85,5.3,180,Shutter
225565,That Awkward Moment,en,Comedy,8000000,26049082,37.821106,2014-01-29,94,6.1,1004,That Awkward Moment
16471,Modern Problems,en,Comedy,0,0,4.293706,1981-12-25,89,5.6,23,Modern Problems
385736,Kicks,en,Adventure,0,0,3.467923,2016-09-09,80,7.5,18,Kicks
11971,Much Ado About Nothing,en,Drama,8000000,0,10.19377,1993-05-07,111,7.2,189,Much Ado About Nothing
668,On Her Majesty's Secret Service,en,Adventure,6500000,81974493,25.289665,1969-12-12,142,6.5,456,On Her Majesty's Secret Service
11596,New Nightmare,en,Horror,14000000,18090181,14.730796,1994-10-13,112,6.4,291,New Nightmare
14429,Drive Me Crazy,en,Drama,8000000,22593409,4.482714,1999-10-01,91,5.8,62,Drive Me Crazy
13751,Akeelah and the Bee,en,Drama,8000000,18948425,4.932893,2006-04-28,112,6.7,81,Akeelah and the Bee
9490,Half Baked,en,Comedy,8000000,17460020,7.894489,1998-01-16,82,6.4,177,Half Baked
14536,New in Town,en,Comedy,8000000,29010817,13.987772,2009-01-30,97,5.2,99,New in Town
1359,American Psycho,en,Thriller,7000000,34266564,45.310443,2000-04-13,102,7.3,2066,American Psycho
9962,The Good Girl,en,Drama,8000000,16856124,9.799177,2002-01-12,93,6.1,181,The Good Girl
15049,Bon Cop Bad Cop,fr,Action,8000000,12671300,5.069095,2006-07-06,116,6.5,42,Bon Cop Bad Cop
22821,The Boondock Saints II: All Saints Day,en,Action,8000000,10629321,13.517017,2009-11-24,118,5.9,261,The Boondock Saints II: All Saints Day
42819,The City of Your Final Destination,en,Drama,0,0,1.353971,2009-03-21,114,5.7,9,The City of Your Final Destination
209263,Enough Said,en,Comedy,0,25288872,14.969093,2013-09-18,93,6.6,348,Enough Said
37735,Easy A,en,Comedy,8000000,74952305,45.395839,2010-09-10,92,6.7,2210,Easy A
