id,original_title,original_language,genre,budget,revenue,popularity,release_date,runtime,vote_average,vote_count,title
118,Charlie and the Chocolate Factory,en,Adventure,150000000,474968763,53.905592,2005-07-13,115,6.7,3624,Charlie and the Chocolate Factory
2062,Ratatouille,en,Animation,150000000,623722818,65.677399,2007-06-22,111,7.5,4369,Ratatouille
272,Batman Begins,en,Action,150000000,374218673,115.040024,2005-06-10,140,7.5,7359,Batman Begins
10527,Madagascar: Escape 2 Africa,en,Family,150000000,603900354,44.141021,2008-10-30,89,6.2,1810,Madagascar: Escape 2 Africa
18360,Night at the Museum: Battle of the Smithsonian,en,Adventure,150000000,413106170,81.781591,2009-05-20,105,5.9,1971,Night at the Museum: Battle of the Smithsonian
2080,X-Men Origins: Wolverine,en,Adventure,150000000,373062864,5.954334,2009-04-28,107,6.2,4021,X-Men Origins: Wolverine
605,The Matrix Revolutions,en,Adventure,150000000,424988211,73.313918,2003-11-05,129,6.4,3096,The Matrix Revolutions
109445,Frozen,en,Animation,150000000,1274219009,165.125366,2013-11-27,102,7.3,5295,Frozen
604,The Matrix Reloaded,en,Adventure,150000000,738599701,70.78591,2003-05-15,138,6.7,3443,The Matrix Reloaded
76338,Thor: The Dark World,en,Action,170000000,644571402,99.499595,2013-10-29,112,6.8,4755,Thor: The Dark World
76341,Mad Max: Fury Road,en,Action,150000000,378858340,434.278564,2015-05-13,120,7.2,9427,Mad Max: Fury Road
13448,Angels & Demons,en,Thriller,150000000,356613439,67.447636,2009-05-13,138,6.5,2129,Angels & Demons
10195,Thor,en,Adventure,150000000,449326618,86.493424,2011-04-21,115,6.6,6525,Thor
13053,Bolt,en,Animation,150000000,309979994,41.845878,2008-11-21,98,6.3,1750,Bolt
19585,G-Force,en,Fantasy,150000000,292817841,26.710398,2009-07-21,88,5.1,510,G-Force
57165,Wrath of the Titans,en,Adventure,150000000,301000000,44.927635,2012-03-27,99,5.5,1431,Wrath of the Titans
62213,Dark Shadows,en,Comedy,150000000,245527149,50.306728,2012-05-08,113,5.7,2320,Dark Shadows
177677,Mission: Impossible - Rogue Nation,en,Action,150000000,682330139,114.522237,2015-07-23,131,7.1,3224,Mission: Impossible - Rogue Nation
7978,The Wolfman,en,Drama,150000000,0,21.214571,2010-02-11,102,5.5,549,The Wolfman
5559,Bee Movie,en,Family,150000000,287594577,29.332905,2007-10-28,91,5.7,1171,Bee Movie
49444,Kung Fu Panda 2,en,Animation,150000000,665692281,51.247321,2011-05-25,91,6.7,1880,Kung Fu Panda 2
10196,The Last Airbender,en,Action,150000000,318502923,33.769336,2010-06-30,103,4.7,1151,The Last Airbender
956,Mission: Impossible III,en,Adventure,150000000,397850012,63.079003,2006-05-03,126,6.5,2028,Mission: Impossible III
117251,White House Down,en,Action,150000000,205366737,39.004588,2013-06-27,131,6.4,1891,White House Down
50321,Mars Needs Moms,en,Adventure,150000000,38992758,12.362599,2011-03-09,88,5.5,199,Mars Needs Moms
11619,Flushed Away,en,Adventure,149000000,64459316,22.550135,2006-10-22,85,6,874,Flushed Away
266647,Pan,en,Adventure,150000000,128388320,48.03528,2015-09-24,111,5.9,954,Pan
82703,Mr. Peabody & Sherman,en,Animation,145000000,272912430,38.73494,2014-02-07,92,6.7,843,Mr. Peabody & Sherman
652,Troy,en,Adventure,175000000,497409852,66.803149,2004-05-13,163,6.9,2759,Troy
80321,Madagascar 3: Europe's Most Wanted,en,Animation,145000000,746921274,44.989192,2012-06-06,93,6.4,1808,Madagascar 3: Europe's Most Wanted
36669,Die Another Day,en,Adventure,140000000,431971116,54.159392,2002-11-17,133,5.8,1092,Die Another Day
43074,Ghostbusters,en,Action,144000000,229147509,66.21806,2016-07-14,116,5.3,2142,Ghostbusters
95,Armageddon,en,Action,140000000,553799566,58.485967,1998-07-01,151,6.4,2482,Armageddon
608,Men in Black II,en,Action,140000000,441818803,91.332849,2002-07-03,88,6,3114,Men in Black II
2310,Beowulf,en,Adventure,70000000,195735876,35.601665,2007-11-05,115,5.5,841,Beowulf
140300,Kung Fu Panda 3,en,Action,145000000,521170825,56.747978,2016-01-23,95,6.7,1603,Kung Fu Panda 3
56292,Mission: Impossible - Ghost Protocol,en,Action,145000000,694713380,77.77477,2011-12-07,133,6.8,3972,Mission: Impossible - Ghost Protocol
81188,Rise of the Guardians,en,Fantasy,145000000,306941670,61.788035,2012-11-21,97,7.1,1922,Rise of the Guardians
7552,Fun with Dick and Jane,en,Comedy,100000000,202026112,25.159168,2005-12-21,90,5.9,627,Fun with Dick and Jane
616,The Last Samurai,en,Drama,140000000,456758981,52.341226,2003-12-05,154,7.3,1895,The Last Samurai
147441,Exodus: Gods and Kings,en,Adventure,140000000,268031828,101.599427,2014-12-03,150,5.6,1921,Exodus: Gods and Kings
13475,Star Trek,en,Science Fiction,150000000,385680446,73.616808,2009-05-06,127,7.4,4518,Star Trek
557,Spider-Man,en,Fantasy,139000000,821708551,82.502566,2002-05-01,121,6.8,5265,Spider-Man
82702,How to Train Your Dragon 2,en,Fantasy,145000000,609123048,100.21391,2014-06-12,102,7.6,3106,How to Train Your Dragon 2
205584,Gods of Egypt,en,Fantasy,140000000,150680864,56.257249,2016-02-25,127,5.3,1277,Gods of Egypt
10048,Stealth,en,Action,135000000,76932943,17.88953,2005-07-28,121,4.9,331,Stealth
13183,Watchmen,en,Action,130000000,185258983,64.798873,2009-03-05,163,7,2811,Watchmen
944,Lethal Weapon 4,en,Action,140000000,285444603,24.855701,1998-07-10,127,6.3,767,Lethal Weapon 4
1927,Hulk,en,Drama,137000000,245360480,34.981698,2003-06-19,138,5.3,1533,Hulk
72559,G.I. Joe: Retaliation,en,Adventure,130000000,371876278,59.325589,2013-03-26,110,5.4,3025,G.I. Joe: Retaliation
7364,Sahara,en,Action,130000000,119269486,21.605568,2005-04-06,124,5.7,434,Sahara
2114,Final Fantasy: The Spirits Within,en,Adventure,137000000,85131830,26.074908,2001-07-02,106,5.9,433,Final Fantasy: The Spirits Within
1771,Captain America: The First Avenger,en,Action,140000000,370569774,74.506246,2011-07-22,124,6.6,7047,Captain America: The First Avenger
36643,The World Is Not Enough,en,Adventure,135000000,361832400,39.604363,1999-11-08,128,6,862,The World Is Not Enough
8619,Master and Commander: The Far Side of the World,en,Adventure,150000000,212011111,36.973031,2003-11-14,138,6.9,790,Master and Commander: The Far Side of the World
50620,The Twilight Saga: Breaking Dawn - Part 2,en,Adventure,120000000,829000000,99.687084,2012-11-13,115,6.1,2553,The Twilight Saga: Breaking Dawn - Part 2
65759,Happy Feet Two,en,Animation,130000000,150406466,17.7735,2011-11-17,100,5.8,373,Happy Feet Two
1724,The Incredible Hulk,en,Science Fiction,150000000,163712074,62.898336,2008-06-12,114,6.1,3021,The Incredible Hulk
267935,The BFG,en,Adventure,140000000,183345589,44.19092,2016-06-01,120,6,1000,The BFG
281957,The Revenant,en,Western,135000000,532950503,100.635882,2015-12-25,156,7.3,6396,The Revenant
77950,Turbo,en,Animation,135000000,282570682,44.765377,2013-07-11,96,6.1,1074,Turbo
44896,Rango,en,Animation,135000000,245724603,29.91353,2011-03-02,107,6.6,2051,Rango
270946,Penguins of Madagascar,en,Family,132000000,373552094,84.366984,2014-11-22,92,6.5,1346,Penguins of Madagascar
2503,The Bourne Ultimatum,en,Action,70000000,442824138,45.381501,2007-08-03,115,7.3,2888,The Bourne Ultimatum
9502,Kung Fu Panda,en,Adventure,130000000,631744560,84.689648,2008-06-04,90,6.9,3145,Kung Fu Panda
102899,Ant-Man,en,Science Fiction,130000000,519311965,120.09361,2015-07-14,117,7,5880,Ant-Man
101299,The Hunger Games: Catching Fire,en,Adventure,130000000,847423452,76.310119,2013-11-15,146,7.4,6495,The Hunger Games: Catching Fire
228161,Home,en,Fantasy,135000000,368871007,63.473086,2015-03-18,94,6.8,1519,Home
74,War of the Worlds,en,Adventure,132000000,591739379,48.572726,2005-06-28,116,6.2,2322,War of the Worlds
8961,Bad Boys II,en,Adventure,130000000,273339556,38.068736,2003-07-18,147,6.3,1564,Bad Boys II
417859,Puss in Boots,en,Action,130000000,554987477,20.678787,2011-10-28,90,6.4,451,Puss in Boots
27576,Salt,en,Action,110000000,293329073,48.829437,2010-07-21,100,6.2,2093,Salt
86834,Noah,en,Drama,125000000,362637473,46.115758,2014-03-20,139,5.6,2350,Noah
17578,The Adventures of Tintin,en,Adventure,130000000,371940071,89.938296,2011-10-25,107,6.7,2061,The Adventures of Tintin
673,Harry Potter and the Prisoner of Azkaban,en,Adventure,130000000,789804554,79.679601,2004-05-31,141,7.7,5877,Harry Potter and the Prisoner of Azkaban
6972,Australia,en,Drama,130000000,49554002,28.840997,2008-11-18,165,6.3,694,Australia
82700,After Earth,en,Science Fiction,130000000,243843127,42.840582,2013-05-30,100,5,2532,After Earth
10567,Dinosaur,en,Animation,127500000,354248063,26.548594,2000-05-19,82,6.2,542,Dinosaur
181533,Night at the Museum: Secret of the Tomb,en,Adventure,127000000,349424282,115.597753,2014-12-17,97,6.1,1851,Night at the Museum: Secret of the Tomb
38055,Megamind,en,Animation,130000000,321887208,68.757242,2010-10-28,95,6.7,1918,Megamind
671,Harry Potter and the Philosopher's Stone,en,Adventure,125000000,976475550,109.984351,2001-11-16,152,7.5,7006,Harry Potter and the Philosopher's Stone
49524,R.I.P.D.,en,Fantasy,130000000,61648500,39.448066,2013-07-18,96,5.4,1260,R.I.P.D.
22,Pirates of the Caribbean: The Curse of the Black Pearl,en,Adventure,140000000,655011224,271.972889,2003-07-09,143,7.5,6985,Pirates of the Caribbean: The Curse of the Black Pearl
131631,The Hunger Games: Mockingjay - Part 1,en,Science Fiction,125000000,752100229,206.227151,2014-11-18,123,6.6,5584,The Hunger Games: Mockingjay - Part 1
591,The Da Vinci Code,en,Thriller,125000000,767820459,45.313197,2006-05-17,149,6.5,2704,The Da Vinci Code
172385,Rio 2,en,Animation,103000000,500188435,42.40024,2014-03-19,102,6.3,978,Rio 2
36658,X2,en,Adventure,110000000,407711549,2.871739,2003-04-24,133,6.8,3506,X2
51497,Fast Five,en,Action,125000000,626137675,7.255718,2011-04-20,130,7.1,2438,Fast Five
58574,Sherlock Holmes: A Game of Shadows,en,Adventure,125000000,334615000,81.499621,2011-11-22,129,7,3886,Sherlock Holmes: A Game of Shadows
18823,Clash of the Titans,en,Adventure,125000000,232713139,47.686442,2010-04-01,106,5.6,2233,Clash of the Titans
861,Total Recall,en,Action,65000000,261317921,43.129703,1990-06-01,113,7.1,1710,Total Recall
1911,The 13th Warrior,en,Adventure,160000000,61698899,27.220157,1999-08-27,102,6.4,510,The 13th Warrior
49040,The Bourne Legacy,en,Action,130000000,276572938,90.33681,2012-08-08,120,6,2651,The Bourne Legacy
415,Batman & Robin,en,Action,125000000,238207122,50.073575,1997-06-20,125,4.2,1418,Batman & Robin
8871,How the Grinch Stole Christmas,en,Family,123000000,345141403,45.419668,2000-11-17,104,6.2,1386,How the Grinch Stole Christmas
435,The Day After Tomorrow,en,Action,125000000,544272402,41.380094,2004-05-26,124,6.2,2392,The Day After Tomorrow
955,Mission: Impossible II,en,Adventure,125000000,546388105,54.931334,2000-05-24,123,5.9,1928,Mission: Impossible II
2133,The Perfect Storm,en,Drama,120000000,325756637,25.752118,2000-03-15,130,6.2,597,The Perfect Storm
1979,4: Rise of the Silver Surfer,en,Adventure,130000000,289047763,60.810723,2007-06-13,92,5.4,2589,Fantastic 4: Rise of the Silver Surfer
87827,Life of Pi,en,Adventure,120000000,609016565,51.328145,2012-11-20,127,7.2,5797,Life of Pi
1250,Ghost Rider,en,Thriller,110000000,228738393,46.834704,2007-02-16,114,5.2,1712,Ghost Rider
324668,Jason Bourne,en,Action,120000000,415484914,62.641286,2016-07-27,123,5.9,2341,Jason Bourne
9471,Charlie's Angels: Full Throttle,en,Action,120000000,259175788,33.616115,2003-06-27,106,5.2,914,Charlie's Angels: Full Throttle
70981,Prometheus,en,Science Fiction,130000000,403170142,68.889395,2012-05-30,124,6.3,5080,Prometheus
10996,Stuart Little 2,en,Family,120000000,169956806,27.990284,2002-07-19,78,5.4,613,Stuart Little 2
68724,Elysium,en,Science Fiction,115000000,286140700,67.33767,2013-08-07,109,6.4,3439,Elysium
2789,The Chronicles of Riddick,en,Action,105000000,115772733,27.835436,2004-06-11,119,6.3,1570,The Chronicles of Riddick
97020,RoboCop,en,Action,120000000,242688965,66.757869,2014-01-30,102,5.7,2342,RoboCop
7459,Speed Racer,en,Action,120000000,93945766,17.060695,2008-05-09,135,5.7,354,Speed Racer
42888,How Do You Know,en,Comedy,120000000,48668907,11.137655,2010-12-17,121,4.9,223,How Do You Know
37834,Knight and Day,en,Action,117000000,261930431,44.906918,2010-06-15,109,5.9,1547,Knight and Day
75612,Oblivion,en,Action,120000000,286168572,67.698004,2013-04-10,124,6.4,4800,Oblivion
1895,Star Wars: Episode III - Revenge of the Sith,en,Science Fiction,113000000,850000000,44.108427,2005-05-17,140,7.1,4116,Star Wars: Episode III - Revenge of the Sith
1894,Star Wars: Episode II - Attack of the Clones,en,Adventure,120000000,649398328,43.987061,2002-05-15,142,6.4,3992,Star Wars: Episode II - Attack of the Clones
585,"Monsters, Inc.",en,Animation,115000000,562816256,106.815545,2001-11-01,92,7.5,5996,"Monsters, Inc."
76170,The Wolverine,en,Action,120000000,415440673,15.953444,2013-07-23,126,6.3,4053,The Wolverine
1893,Star Wars: Episode I - The Phantom Menace,en,Adventure,115000000,924317558,54.035265,1999-05-19,136,6.3,4432,Star Wars: Episode I - The Phantom Menace
49519,The Croods,en,Adventure,135000000,585178928,64.183321,2013-03-20,98,6.8,2399,The Croods
2395,Astérix aux Jeux Olympiques,fr,Fantasy,97250400,132900000,20.344364,2008-01-13,116,5,471,Asterix at the Olympic Games
12100,Windtalkers,en,Drama,115000000,77628265,18.714197,2002-06-14,134,5.8,341,Windtalkers
290595,The Huntsman: Winter's War,en,Action,115000000,164602163,60.467984,2016-04-06,114,6,1523,The Huntsman: Winter's War
